node_id,origen,timestamp_ms,tds_ppm,ph,turbidez_ntu,temp_agua_c,temp_ambiente_c,nivel_m,alerta,estado_mapek
nodo_chancay_01,sintetico,1780273860000,248.5,7.24,14.0,15.3,16.8,1.18,False,0
nodo_chancay_01,sintetico,1780273920000,229.9,7.49,15.6,15.5,16.8,1.22,False,0
nodo_chancay_01,sintetico,1780273980000,219.4,7.36,7.0,15.6,16.9,1.24,False,0
nodo_chancay_01,sintetico,1780274040000,238.2,7.41,17.6,15.6,16.4,1.18,False,0
nodo_chancay_01,sintetico,1780274100000,217.8,7.17,19.6,15.5,15.9,1.22,False,0
nodo_chancay_01,sintetico,1780274160000,232.1,7.41,23.2,15.2,16.1,1.22,False,0
nodo_chancay_01,sintetico,1780274220000,210.4,7.29,3.1,15.4,15.7,1.22,False,0
nodo_chancay_01,sintetico,1780274280000,216.7,7.35,17.6,15.7,15.7,1.2,False,0
nodo_chancay_01,sintetico,1780274340000,232.0,7.23,6.3,15.9,16.2,1.23,False,0
nodo_chancay_01,sintetico,1780274400000,237.4,7.3,17.0,15.5,15.8,1.22,False,0
nodo_chancay_01,sintetico,1780274460000,231.7,7.37,12.2,15.2,16.8,1.19,False,0
nodo_chancay_01,sintetico,1780274520000,228.8,7.36,17.5,15.9,16.7,1.19,False,0
nodo_chancay_01,sintetico,1780274580000,227.0,7.48,17.2,15.4,16.4,1.27,False,0
nodo_chancay_01,sintetico,1780274640000,215.2,7.2,15.4,15.7,16.0,1.22,False,0
nodo_chancay_01,sintetico,1780274700000,222.8,7.38,12.7,15.6,15.9,1.21,False,0
nodo_chancay_01,sintetico,1780274760000,225.4,7.38,15.8,15.6,16.9,1.19,False,0
nodo_chancay_01,sintetico,1780274820000,240.6,7.34,19.7,15.4,16.4,1.19,False,0
nodo_chancay_01,sintetico,1780274880000,233.4,7.3,16.3,15.4,16.5,1.21,False,0
nodo_chancay_01,sintetico,1780274940000,212.4,7.5,19.0,15.5,16.9,1.17,False,0
nodo_chancay_01,sintetico,1780275000000,233.2,7.59,8.1,15.3,16.3,1.15,False,0
nodo_chancay_01,sintetico,1780275060000,226.1,7.22,15.3,15.6,16.3,1.22,False,0
nodo_chancay_01,sintetico,1780275120000,223.2,7.3,12.6,15.5,16.8,1.25,False,0
nodo_chancay_01,sintetico,1780275180000,236.1,7.29,18.9,15.6,15.1,1.25,False,0
nodo_chancay_01,sintetico,1780275240000,240.3,7.36,17.7,15.4,15.7,1.22,False,0
nodo_chancay_01,sintetico,1780275300000,239.3,7.52,12.4,15.5,17.2,1.19,False,0
nodo_chancay_01,sintetico,1780275360000,221.6,7.44,15.8,15.4,15.9,1.24,False,0
nodo_chancay_01,sintetico,1780275420000,226.9,7.37,14.3,15.4,16.3,1.25,False,0
nodo_chancay_01,sintetico,1780275480000,233.3,7.39,17.0,15.2,15.7,1.21,False,0
nodo_chancay_01,sintetico,1780275540000,239.8,7.36,16.7,15.6,16.0,1.24,False,0
nodo_chancay_01,sintetico,1780275600000,225.2,7.46,15.3,15.4,16.0,1.14,False,0
nodo_chancay_01,sintetico,1780275660000,228.1,7.48,8.3,15.7,16.4,1.21,False,0
nodo_chancay_01,sintetico,1780275720000,218.9,7.45,22.4,15.6,16.2,1.21,False,0
nodo_chancay_01,sintetico,1780275780000,218.0,7.17,20.3,15.2,16.0,1.18,False,0
nodo_chancay_01,sintetico,1780275840000,238.1,7.39,15.4,15.1,16.0,1.19,False,0
nodo_chancay_01,sintetico,1780275900000,243.6,7.37,17.6,15.6,15.5,1.23,False,0
nodo_chancay_01,sintetico,1780275960000,229.3,7.49,18.0,15.4,16.5,1.21,False,0
nodo_chancay_01,sintetico,1780276020000,240.0,7.41,11.5,15.4,16.1,1.22,False,0
nodo_chancay_01,sintetico,1780276080000,233.6,7.45,21.2,15.8,15.7,1.23,False,0
nodo_chancay_01,sintetico,1780276140000,223.5,7.34,4.8,15.5,15.6,1.22,False,0
nodo_chancay_01,sintetico,1780276200000,233.6,7.48,6.5,15.6,16.7,1.21,False,0
nodo_chancay_01,sintetico,1780276260000,245.4,7.51,11.4,15.5,16.1,1.22,False,0
nodo_chancay_01,sintetico,1780276320000,229.6,7.23,16.7,15.6,15.9,1.16,False,0
nodo_chancay_01,sintetico,1780276380000,245.6,7.26,15.7,15.2,16.2,1.23,False,0
nodo_chancay_01,sintetico,1780276440000,203.8,7.47,15.4,15.3,16.6,1.21,False,0
nodo_chancay_01,sintetico,1780276500000,238.2,7.37,14.6,15.7,17.4,1.22,False,0
nodo_chancay_01,sintetico,1780276560000,230.9,7.49,13.4,15.3,15.3,1.2,False,0
nodo_chancay_01,sintetico,1780276620000,227.0,7.41,8.6,15.6,15.9,1.21,False,0
nodo_chancay_01,sintetico,1780276680000,230.9,7.46,8.1,15.3,16.2,1.23,False,0
nodo_chancay_01,sintetico,1780276740000,210.1,7.32,8.6,15.2,15.9,1.15,False,0
nodo_chancay_01,sintetico,1780276800000,227.8,7.42,9.5,15.6,16.1,1.13,False,0
nodo_chancay_01,sintetico,1780276860000,233.6,7.42,7.9,15.2,16.3,1.23,False,0
nodo_chancay_01,sintetico,1780276920000,244.8,7.32,7.8,15.3,15.9,1.2,False,0
nodo_chancay_01,sintetico,1780276980000,224.8,7.49,13.6,15.3,16.2,1.14,False,0
nodo_chancay_01,sintetico,1780277040000,221.9,7.2,20.3,15.4,15.6,1.18,False,0
nodo_chancay_01,sintetico,1780277100000,225.0,7.41,17.2,15.2,15.7,1.21,False,0
nodo_chancay_01,sintetico,1780277160000,239.2,7.26,10.4,15.4,16.4,1.2,False,0
nodo_chancay_01,sintetico,1780277220000,233.3,7.29,11.5,15.5,16.3,1.2,False,0
nodo_chancay_01,sintetico,1780277280000,224.7,7.49,24.5,15.4,16.6,1.21,False,0
nodo_chancay_01,sintetico,1780277340000,235.1,7.28,12.5,15.3,16.3,1.18,False,0
nodo_chancay_01,sintetico,1780277400000,231.0,7.28,9.6,15.8,16.5,1.16,False,0
nodo_chancay_01,sintetico,1780277460000,239.7,7.45,13.6,15.6,16.0,1.22,False,0
nodo_chancay_01,sintetico,1780277520000,223.0,7.28,12.2,15.4,15.5,1.24,False,0
nodo_chancay_01,sintetico,1780277580000,226.7,7.49,10.7,14.8,15.6,1.2,False,0
nodo_chancay_01,sintetico,1780277640000,226.1,7.45,15.2,15.5,16.4,1.13,False,0
nodo_chancay_01,sintetico,1780277700000,215.4,7.31,21.3,15.3,16.4,1.19,False,0
nodo_chancay_01,sintetico,1780277760000,233.0,7.49,8.4,15.2,16.6,1.16,False,0
nodo_chancay_01,sintetico,1780277820000,232.6,7.2,16.9,15.3,16.4,1.19,False,0
nodo_chancay_01,sintetico,1780277880000,230.1,7.44,19.9,15.3,16.2,1.2,False,0
nodo_chancay_01,sintetico,1780277940000,227.7,7.27,17.3,15.4,16.6,1.25,False,0
nodo_chancay_01,sintetico,1780278000000,215.8,7.34,20.2,15.4,16.1,1.22,False,0
nodo_chancay_01,sintetico,1780278060000,225.8,7.34,17.7,15.6,15.8,1.13,False,0
nodo_chancay_01,sintetico,1780278120000,226.6,7.52,11.5,15.3,16.0,1.16,False,0
nodo_chancay_01,sintetico,1780278180000,222.0,7.34,24.0,15.6,16.6,1.23,False,0
nodo_chancay_01,sintetico,1780278240000,228.4,7.38,17.6,15.5,16.0,1.18,False,0
nodo_chancay_01,sintetico,1780278300000,234.0,7.35,26.4,15.4,15.7,1.21,False,0
nodo_chancay_01,sintetico,1780278360000,248.9,7.29,5.7,15.4,16.4,1.18,False,0
nodo_chancay_01,sintetico,1780278420000,231.7,7.29,27.0,15.5,15.6,1.23,False,0
nodo_chancay_01,sintetico,1780278480000,232.6,7.42,19.3,15.2,16.3,1.21,False,0
nodo_chancay_01,sintetico,1780278540000,229.3,7.39,17.4,15.3,16.6,1.23,False,0
nodo_chancay_01,sintetico,1780278600000,210.8,7.47,10.4,15.0,15.4,1.14,False,0
nodo_chancay_01,sintetico,1780278660000,229.7,7.37,18.7,15.6,15.9,1.22,False,0
nodo_chancay_01,sintetico,1780278720000,230.6,7.37,21.0,15.3,16.2,1.16,False,0
nodo_chancay_01,sintetico,1780278780000,254.6,7.47,6.2,15.7,16.2,1.23,False,0
nodo_chancay_01,sintetico,1780278840000,228.1,7.35,17.9,15.4,16.3,1.26,False,0
nodo_chancay_01,sintetico,1780278900000,233.0,7.25,11.8,15.2,16.1,1.15,False,0
nodo_chancay_01,sintetico,1780278960000,229.7,7.47,17.9,15.3,15.9,1.22,False,0
nodo_chancay_01,sintetico,1780279020000,218.3,7.32,9.8,15.3,15.7,1.16,False,0
nodo_chancay_01,sintetico,1780279080000,241.4,7.4,21.4,15.4,16.3,1.18,False,0
nodo_chancay_01,sintetico,1780279140000,237.5,7.33,14.6,15.0,16.0,1.19,False,0
nodo_chancay_01,sintetico,1780279200000,237.9,7.29,18.7,15.2,16.0,1.22,False,0
nodo_chancay_01,sintetico,1780279260000,220.9,7.2,19.8,15.2,15.8,1.23,False,0
nodo_chancay_01,sintetico,1780279320000,244.0,7.42,16.5,15.2,16.3,1.23,False,0
nodo_chancay_01,sintetico,1780279380000,216.0,7.05,10.7,15.2,16.8,1.17,False,0
nodo_chancay_01,sintetico,1780279440000,235.9,7.52,18.2,15.5,16.1,1.22,False,0
nodo_chancay_01,sintetico,1780279500000,251.9,7.49,14.5,14.8,15.9,1.18,False,0
nodo_chancay_01,sintetico,1780279560000,220.1,7.3,16.0,14.9,16.4,1.2,False,0
nodo_chancay_01,sintetico,1780279620000,224.3,7.55,13.2,15.3,16.7,1.18,False,0
nodo_chancay_01,sintetico,1780279680000,231.0,7.6,6.1,15.1,16.0,1.22,False,0
nodo_chancay_01,sintetico,1780279740000,225.0,7.36,15.3,14.8,16.1,1.18,False,0
nodo_chancay_01,sintetico,1780279800000,214.5,7.43,12.0,15.1,16.0,1.2,False,0
nodo_chancay_01,sintetico,1780279860000,230.7,7.4,16.5,15.4,15.8,1.22,False,0
nodo_chancay_01,sintetico,1780279920000,219.4,7.54,14.8,15.1,15.8,1.15,False,0
nodo_chancay_01,sintetico,1780279980000,234.7,7.25,12.4,15.1,16.5,1.23,False,0
nodo_chancay_01,sintetico,1780280040000,220.8,7.37,25.7,14.8,15.7,1.25,False,0
nodo_chancay_01,sintetico,1780280100000,245.5,7.48,13.4,15.3,16.0,1.16,False,0
nodo_chancay_01,sintetico,1780280160000,222.2,7.47,15.4,15.1,16.9,1.14,False,0
nodo_chancay_01,sintetico,1780280220000,226.8,7.39,24.4,15.1,15.7,1.21,False,0
nodo_chancay_01,sintetico,1780280280000,238.1,7.53,10.0,15.3,16.0,1.22,False,0
nodo_chancay_01,sintetico,1780280340000,217.7,7.41,19.2,15.0,15.9,1.16,False,0
nodo_chancay_01,sintetico,1780280400000,232.3,7.4,11.3,15.3,15.9,1.18,False,0
nodo_chancay_01,sintetico,1780280460000,243.1,7.46,13.8,15.5,15.8,1.21,False,0
nodo_chancay_01,sintetico,1780280520000,213.9,7.38,17.0,15.2,16.3,1.19,False,0
nodo_chancay_01,sintetico,1780280580000,231.8,7.4,20.7,15.2,15.8,1.23,False,0
nodo_chancay_01,sintetico,1780280640000,232.6,7.31,9.9,15.4,15.2,1.21,False,0
nodo_chancay_01,sintetico,1780280700000,237.8,7.68,16.3,15.2,16.0,1.17,False,0
nodo_chancay_01,sintetico,1780280760000,217.6,7.34,11.3,15.0,16.1,1.23,False,0
nodo_chancay_01,sintetico,1780280820000,216.8,7.46,18.2,15.4,15.6,1.2,False,0
nodo_chancay_01,sintetico,1780280880000,235.2,7.58,19.8,15.2,15.1,1.17,False,0
nodo_chancay_01,sintetico,1780280940000,233.0,7.26,18.3,14.8,15.6,1.19,False,0
nodo_chancay_01,sintetico,1780281000000,232.5,7.45,11.0,15.4,16.5,1.22,False,0
nodo_chancay_01,sintetico,1780281060000,233.5,7.39,9.5,15.1,15.7,1.16,False,0
nodo_chancay_01,sintetico,1780281120000,223.2,7.57,14.1,15.0,16.3,1.17,False,0
nodo_chancay_01,sintetico,1780281180000,232.3,7.3,8.9,14.8,16.1,1.25,False,0
nodo_chancay_01,sintetico,1780281240000,232.9,7.31,17.6,15.2,16.3,1.17,False,0
nodo_chancay_01,sintetico,1780281300000,222.9,7.39,22.1,15.2,15.3,1.24,False,0
nodo_chancay_01,sintetico,1780281360000,248.7,7.34,11.1,15.1,16.1,1.16,False,0
nodo_chancay_01,sintetico,1780281420000,234.7,7.34,17.6,15.0,16.0,1.21,False,0
nodo_chancay_01,sintetico,1780281480000,218.1,7.59,11.0,14.9,16.4,1.23,False,0
nodo_chancay_01,sintetico,1780281540000,236.6,7.4,21.3,15.5,16.0,1.17,False,0
nodo_chancay_01,sintetico,1780281600000,220.3,7.31,20.1,15.2,16.7,1.18,False,0
nodo_chancay_01,sintetico,1780281660000,237.9,7.35,14.6,15.2,16.6,1.23,False,0
nodo_chancay_01,sintetico,1780281720000,241.6,7.43,18.8,15.4,16.0,1.26,False,0
nodo_chancay_01,sintetico,1780281780000,221.8,7.42,19.2,15.1,16.4,1.22,False,0
nodo_chancay_01,sintetico,1780281840000,239.6,7.33,9.0,14.9,16.0,1.2,False,0
nodo_chancay_01,sintetico,1780281900000,234.1,7.23,17.5,15.1,15.6,1.2,False,0
nodo_chancay_01,sintetico,1780281960000,238.2,7.38,11.9,15.2,15.5,1.17,False,0
nodo_chancay_01,sintetico,1780282020000,249.0,7.38,15.6,15.4,16.0,1.14,False,0
nodo_chancay_01,sintetico,1780282080000,227.5,7.33,13.3,14.8,16.0,1.22,False,0
nodo_chancay_01,sintetico,1780282140000,222.5,7.52,15.1,15.0,16.2,1.15,False,0
nodo_chancay_01,sintetico,1780282200000,221.1,7.45,19.6,15.0,16.5,1.18,False,0
nodo_chancay_01,sintetico,1780282260000,221.8,7.4,9.3,15.3,17.0,1.2,False,0
nodo_chancay_01,sintetico,1780282320000,229.2,7.35,6.3,15.2,15.3,1.18,False,0
nodo_chancay_01,sintetico,1780282380000,233.4,7.56,12.8,15.2,15.7,1.22,False,0
nodo_chancay_01,sintetico,1780282440000,232.8,7.27,20.5,14.7,15.6,1.2,False,0
nodo_chancay_01,sintetico,1780282500000,238.3,7.34,10.5,14.9,16.0,1.19,False,0
nodo_chancay_01,sintetico,1780282560000,230.1,7.34,12.4,15.1,16.5,1.22,False,0
nodo_chancay_01,sintetico,1780282620000,244.5,7.42,20.8,15.2,16.1,1.21,False,0
nodo_chancay_01,sintetico,1780282680000,227.4,7.46,21.9,15.1,16.4,1.23,False,0
nodo_chancay_01,sintetico,1780282740000,257.2,7.26,18.5,15.4,16.0,1.19,False,0
nodo_chancay_01,sintetico,1780282800000,236.3,7.32,17.0,15.1,16.2,1.22,False,0
nodo_chancay_01,sintetico,1780282860000,221.4,7.43,20.0,14.8,15.7,1.21,False,0
nodo_chancay_01,sintetico,1780282920000,219.3,7.32,12.9,15.1,15.9,1.22,False,0
nodo_chancay_01,sintetico,1780282980000,234.8,7.35,18.5,14.9,16.4,1.23,False,0
nodo_chancay_01,sintetico,1780283040000,227.8,7.41,11.0,15.1,16.9,1.22,False,0
nodo_chancay_01,sintetico,1780283100000,237.1,7.29,23.1,14.7,16.2,1.2,False,0
nodo_chancay_01,sintetico,1780283160000,234.7,7.42,20.2,14.9,16.4,1.21,False,0
nodo_chancay_01,sintetico,1780283220000,229.3,7.45,18.3,15.3,15.8,1.23,False,0
nodo_chancay_01,sintetico,1780283280000,221.5,7.39,13.3,15.2,15.6,1.17,False,0
nodo_chancay_01,sintetico,1780283340000,214.9,7.53,18.5,15.3,16.3,1.21,False,0
nodo_chancay_01,sintetico,1780283400000,225.5,7.46,14.9,15.0,16.8,1.14,False,0
nodo_chancay_01,sintetico,1780283460000,238.6,7.39,12.2,15.3,16.2,1.19,False,0
nodo_chancay_01,sintetico,1780283520000,232.1,7.36,17.9,14.9,16.5,1.13,False,0
nodo_chancay_01,sintetico,1780283580000,217.5,7.57,5.5,15.1,17.0,1.18,False,0
nodo_chancay_01,sintetico,1780283640000,231.7,7.32,19.4,15.1,16.3,1.15,False,0
nodo_chancay_01,sintetico,1780283700000,233.9,7.36,9.8,15.3,16.5,1.23,False,0
nodo_chancay_01,sintetico,1780283760000,221.2,7.35,18.7,14.6,16.2,1.18,False,0
nodo_chancay_01,sintetico,1780283820000,231.5,7.43,7.5,15.1,16.1,1.17,False,0
nodo_chancay_01,sintetico,1780283880000,230.6,7.62,12.9,15.2,16.8,1.21,False,0
nodo_chancay_01,sintetico,1780283940000,218.6,7.41,17.3,14.8,16.1,1.18,False,0
nodo_chancay_01,sintetico,1780284000000,233.6,7.36,19.4,14.9,16.8,1.16,False,0
nodo_chancay_01,sintetico,1780284060000,235.6,7.41,11.5,14.7,15.6,1.19,False,0
nodo_chancay_01,sintetico,1780284120000,240.8,7.26,10.4,15.1,16.3,1.15,False,0
nodo_chancay_01,sintetico,1780284180000,240.5,7.37,20.1,14.9,16.0,1.26,False,0
nodo_chancay_01,sintetico,1780284240000,216.2,7.56,24.5,14.9,16.6,1.2,False,0
nodo_chancay_01,sintetico,1780284300000,220.6,7.46,10.5,15.3,16.8,1.22,False,0
nodo_chancay_01,sintetico,1780284360000,235.2,7.51,1.9,15.1,16.7,1.24,False,0
nodo_chancay_01,sintetico,1780284420000,235.1,7.49,22.6,14.6,17.1,1.24,False,0
nodo_chancay_01,sintetico,1780284480000,235.2,7.32,14.3,15.1,15.2,1.22,False,0
nodo_chancay_01,sintetico,1780284540000,268.5,7.58,10.5,14.8,16.0,1.19,False,0
nodo_chancay_01,sintetico,1780284600000,235.7,7.21,15.3,14.8,16.1,1.21,False,0
nodo_chancay_01,sintetico,1780284660000,241.4,7.42,24.7,14.8,15.8,1.2,False,0
nodo_chancay_01,sintetico,1780284720000,239.5,7.18,18.3,15.0,17.3,1.2,False,0
nodo_chancay_01,sintetico,1780284780000,236.5,7.22,18.9,14.9,16.6,1.22,False,0
nodo_chancay_01,sintetico,1780284840000,226.8,7.48,15.8,14.9,16.0,1.21,False,0
nodo_chancay_01,sintetico,1780284900000,237.6,7.32,17.4,15.1,15.7,1.19,False,0
nodo_chancay_01,sintetico,1780284960000,222.3,7.51,23.5,15.2,16.7,1.28,False,0
nodo_chancay_01,sintetico,1780285020000,227.6,7.17,10.5,14.7,16.5,1.16,False,0
nodo_chancay_01,sintetico,1780285080000,225.1,7.38,18.8,14.5,16.0,1.21,False,0
nodo_chancay_01,sintetico,1780285140000,230.8,7.27,14.8,15.1,17.4,1.22,False,0
nodo_chancay_01,sintetico,1780285200000,253.1,7.36,14.7,14.7,16.3,1.24,False,0
nodo_chancay_01,sintetico,1780285260000,211.3,7.54,9.3,14.7,16.2,1.2,False,0
nodo_chancay_01,sintetico,1780285320000,236.9,7.57,17.1,14.9,17.1,1.22,False,0
nodo_chancay_01,sintetico,1780285380000,213.9,7.44,17.9,15.2,16.7,1.19,False,0
nodo_chancay_01,sintetico,1780285440000,225.3,7.23,14.1,15.3,16.5,1.23,False,0
nodo_chancay_01,sintetico,1780285500000,240.9,7.27,22.2,14.9,17.0,1.21,False,0
nodo_chancay_01,sintetico,1780285560000,230.6,7.41,15.4,14.9,16.5,1.22,False,0
nodo_chancay_01,sintetico,1780285620000,219.2,7.31,4.4,14.8,16.8,1.21,False,0
nodo_chancay_01,sintetico,1780285680000,222.8,7.46,17.7,15.0,16.2,1.19,False,0
nodo_chancay_01,sintetico,1780285740000,236.8,7.56,9.2,14.9,16.1,1.16,False,0
nodo_chancay_01,sintetico,1780285800000,222.7,7.29,22.1,14.8,16.0,1.17,False,0
nodo_chancay_01,sintetico,1780285860000,232.2,7.3,24.4,15.3,17.1,1.18,False,0
nodo_chancay_01,sintetico,1780285920000,230.5,7.27,20.0,14.4,16.0,1.19,False,0
nodo_chancay_01,sintetico,1780285980000,223.5,7.36,15.0,14.9,16.5,1.22,False,0
nodo_chancay_01,sintetico,1780286040000,251.4,7.4,18.0,15.2,16.9,1.2,False,0
nodo_chancay_01,sintetico,1780286100000,236.3,7.39,11.3,14.8,16.0,1.22,False,0
nodo_chancay_01,sintetico,1780286160000,209.7,7.48,18.1,15.3,16.9,1.24,False,0
nodo_chancay_01,sintetico,1780286220000,231.9,7.43,11.0,14.9,17.2,1.18,False,0
nodo_chancay_01,sintetico,1780286280000,223.4,7.38,24.4,15.1,17.0,1.24,False,0
nodo_chancay_01,sintetico,1780286340000,238.5,7.39,10.1,15.1,16.7,1.12,False,0
nodo_chancay_01,sintetico,1780286400000,222.1,7.4,6.8,15.1,16.3,1.21,False,0
nodo_chancay_01,sintetico,1780286460000,228.9,7.38,14.2,15.0,16.6,1.21,False,0
nodo_chancay_01,sintetico,1780286520000,235.0,7.32,18.0,14.7,17.0,1.22,False,0
nodo_chancay_01,sintetico,1780286580000,238.7,7.27,26.6,15.0,16.4,1.24,False,0
nodo_chancay_01,sintetico,1780286640000,218.0,7.4,11.4,15.2,16.4,1.23,False,0
nodo_chancay_01,sintetico,1780286700000,226.7,7.34,15.3,15.3,16.6,1.23,False,0
nodo_chancay_01,sintetico,1780286760000,225.3,7.44,15.0,15.1,16.8,1.14,False,0
nodo_chancay_01,sintetico,1780286820000,223.5,7.4,9.7,14.5,16.4,1.18,False,0
nodo_chancay_01,sintetico,1780286880000,247.7,7.39,10.0,14.9,17.6,1.19,False,0
nodo_chancay_01,sintetico,1780286940000,234.0,7.49,5.6,14.9,16.5,1.22,False,0
nodo_chancay_01,sintetico,1780287000000,217.4,7.25,22.6,14.6,16.0,1.23,False,0
nodo_chancay_01,sintetico,1780287060000,239.2,7.57,11.0,15.1,17.7,1.17,False,0
nodo_chancay_01,sintetico,1780287120000,251.2,7.17,4.6,15.1,16.7,1.21,False,0
nodo_chancay_01,sintetico,1780287180000,240.3,7.54,13.1,15.2,17.0,1.17,False,0
nodo_chancay_01,sintetico,1780287240000,214.8,7.41,21.1,14.9,16.8,1.22,False,0
nodo_chancay_01,sintetico,1780287300000,225.2,7.34,17.6,15.0,16.7,1.23,False,0
nodo_chancay_01,sintetico,1780287360000,242.7,7.24,17.6,15.1,17.2,1.24,False,0
nodo_chancay_01,sintetico,1780287420000,222.9,7.33,23.1,14.9,17.0,1.16,False,0
nodo_chancay_01,sintetico,1780287480000,234.4,7.37,20.2,14.6,17.1,1.18,False,0
nodo_chancay_01,sintetico,1780287540000,237.7,7.41,1.9,14.9,17.0,1.12,False,0
nodo_chancay_01,sintetico,1780287600000,220.7,7.53,12.6,14.8,17.1,1.23,False,0
nodo_chancay_01,sintetico,1780287660000,229.4,7.4,17.2,15.0,16.3,1.24,False,0
nodo_chancay_01,sintetico,1780287720000,197.6,7.42,15.9,15.2,17.0,1.17,False,0
nodo_chancay_01,sintetico,1780287780000,219.8,7.43,17.8,14.7,17.4,1.18,False,0
nodo_chancay_01,sintetico,1780287840000,227.5,7.36,28.4,14.8,17.2,1.23,False,0
nodo_chancay_01,sintetico,1780287900000,217.5,7.37,10.2,15.2,16.8,1.19,False,0
nodo_chancay_01,sintetico,1780287960000,246.3,7.38,3.8,15.1,17.6,1.24,False,0
nodo_chancay_01,sintetico,1780288020000,215.7,7.45,2.8,15.1,17.7,1.2,False,0
nodo_chancay_01,sintetico,1780288080000,225.6,7.3,19.6,15.1,16.8,1.22,False,0
nodo_chancay_01,sintetico,1780288140000,231.3,7.34,14.2,15.0,17.2,1.18,False,0
nodo_chancay_01,sintetico,1780288200000,244.4,7.43,7.6,14.9,17.9,1.2,False,0
nodo_chancay_01,sintetico,1780288260000,215.6,7.28,13.8,14.8,17.3,1.12,False,0
nodo_chancay_01,sintetico,1780288320000,241.6,7.4,12.6,15.0,17.3,1.26,False,0
nodo_chancay_01,sintetico,1780288380000,230.1,7.34,13.2,15.5,17.2,1.22,False,0
nodo_chancay_01,sintetico,1780288440000,220.2,7.44,5.4,14.9,16.6,1.19,False,0
nodo_chancay_01,sintetico,1780288500000,234.6,7.53,18.0,14.8,17.7,1.19,False,0
nodo_chancay_01,sintetico,1780288560000,232.0,7.34,18.6,15.3,17.1,1.15,False,0
nodo_chancay_01,sintetico,1780288620000,224.0,7.47,15.6,15.0,17.3,1.17,False,0
nodo_chancay_01,sintetico,1780288680000,230.7,7.41,14.6,15.2,17.6,1.21,False,0
nodo_chancay_01,sintetico,1780288740000,226.1,7.35,15.9,15.0,17.0,1.2,False,0
nodo_chancay_01,sintetico,1780288800000,231.1,7.39,15.2,15.2,16.6,1.22,False,0
nodo_chancay_01,sintetico,1780288860000,236.6,7.52,6.1,15.5,16.9,1.17,False,0
